personnel_id,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical
P-000893,RM422,29,Female,Research & Development,Research Scientist,1,5,Technical Degree,Married,25,Travel_Rarely,No,6,2,2,1,1.0,3,2,2,4,2,3,2,2546,16,5,Yes
P-000894,RM423,19,Male,Human Resources,Human Resources,1,2,Technical Degree,Single,2,Travel_Rarely,No,1,1,0,0,0.0,1,4,2,4,3,3,3,2564,12,1,Yes
P-000895,RM424,30,Female,Sales,Sales Executive,3,4,Other,Married,22,Non-Travel,No,10,9,8,7,8.0,3,1,3,3,3,3,3,8412,11,0,No
P-000896,RM425,57,Male,Sales,Manager,4,3,Marketing,Divorced,29,Travel_Rarely,No,32,1,0,0,0.0,1,4,2,2,3,3,3,14118,12,3,No
P-000897,RM426,50,Male,Research & Development,Manager,4,4,Life Sciences,Married,29,Travel_Rarely,No,28,27,10,15,7.0,2,3,2,3,2,3,2,17046,15,0,No
P-000898,RM427,30,Female,Research & Development,Laboratory Technician,1,3,Medical,Single,2,Non-Travel,No,12,11,7,6,7.0,3,4,3,2,3,3,2,2564,14,0,No
P-000899,RM428,60,Female,Sales,Sales Executive,3,3,Marketing,Married,28,Travel_Frequently,No,22,18,13,13,11.0,3,1,2,4,4,3,5,10266,19,4,No
P-000900,RM429,47,Female,Research & Development,Manufacturing Director,2,2,Medical,Divorced,2,Travel_Rarely,No,20,5,0,0,4.0,1,4,3,3,3,3,2,5070,13,5,No
P-000901,RM430,46,Male,Research & Development,Research Director,4,3,Life Sciences,Married,2,Travel_Rarely,No,26,3,2,0,1.0,1,3,3,1,3,3,2,17861,13,6,No
P-000902,RM431,35,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,22,Travel_Rarely,No,6,5,4,4,3.0,4,3,1,3,3,3,2,4230,15,0,No
P-000903,RM432,54,Female,Research & Development,Laboratory Technician,2,4,Life Sciences,Single,8,Travel_Rarely,No,19,1,0,0,0.0,3,3,3,3,3,3,3,3780,11,7,No
P-000904,RM433,34,Male,Research & Development,Research Scientist,1,4,Life Sciences,Divorced,2,Travel_Rarely,No,14,7,3,5,7.0,4,3,2,3,3,3,3,2768,12,3,No
P-000905,RM434,46,Female,Sales,Sales Executive,3,3,Marketing,Married,10,Travel_Rarely,Yes,15,3,2,1,2.0,3,4,2,3,3,3,3,9071,19,2,No
P-000906,RM435,31,Male,Research & Development,Manufacturing Director,3,1,Life Sciences,Divorced,9,Travel_Rarely,No,13,13,8,0,8.0,3,2,3,4,4,4,6,10648,25,1,No
P-000907,RM436,33,Male,Research & Development,Manager,3,1,Medical,Married,15,Travel_Rarely,Yes,15,7,6,7,7.0,2,3,3,4,4,3,2,13610,12,7,Yes
P-000908,RM437,33,Male,Research & Development,Laboratory Technician,1,1,Medical,Divorced,10,Travel_Rarely,No,8,4,3,1,3.0,1,4,1,3,1,3,2,3408,13,7,Yes
P-000909,RM438,30,Male,Sales,Sales Representative,1,1,Marketing,Single,7,Travel_Rarely,No,4,3,2,1,2.0,4,2,3,3,1,3,3,2983,14,0,No
P-000910,RM439,35,Male,Research & Development,Healthcare Representative,3,3,Life Sciences,Married,16,Travel_Rarely,Yes,10,8,7,0,0.0,4,3,3,3,3,3,2,7632,12,4,No
P-000911,RM440,31,Male,Research & Development,Healthcare Representative,3,3,Life Sciences,Married,20,Travel_Frequently,No,12,1,0,0,0.0,1,3,3,3,1,3,2,9824,12,3,Yes
P-000912,RM441,34,Female,Human Resources,Human Resources,3,3,Human Resources,Divorced,23,Travel_Frequently,Yes,11,3,2,0,2.0,2,1,3,3,3,3,2,9950,15,9,Yes
P-000913,RM442,42,Male,Research & Development,Laboratory Technician,1,2,Other,Married,5,Travel_Frequently,No,8,2,2,2,0.0,2,3,3,3,4,3,4,2093,17,4,No
P-000914,RM443,36,Male,Sales,Sales Executive,3,4,Medical,Single,10,Non-Travel,No,10,10,3,9,7.0,2,4,3,2,4,3,3,9980,14,1,No
P-000915,RM444,22,Male,Research & Development,Laboratory Technician,1,1,Technical Degree,Single,4,Travel_Frequently,No,4,2,2,1,2.0,3,3,2,3,3,3,3,3894,16,5,Yes
P-000916,RM445,48,Female,Sales,Sales Executive,2,5,Marketing,Married,2,Travel_Rarely,No,14,9,7,6,7.0,2,4,3,3,1,3,2,4051,14,2,No
P-000917,RM446,55,Female,Sales,Manager,4,5,Life Sciences,Single,18,Travel_Rarely,No,37,10,9,7,7.0,1,2,3,3,4,4,2,16835,23,3,No
P-000918,RM447,41,Male,Sales,Sales Executive,2,2,Life Sciences,Single,10,Non-Travel,No,16,14,3,1,10.0,4,4,3,3,4,3,3,6230,14,7,No
P-000919,RM448,35,Male,Sales,Sales Executive,2,3,Marketing,Married,1,Travel_Rarely,No,15,11,9,6,9.0,2,3,3,3,3,3,2,4717,11,9,No
P-000920,RM449,40,Female,Research & Development,Manufacturing Director,4,3,Life Sciences,Single,6,Travel_Rarely,No,22,20,6,5,13.0,2,3,3,3,3,3,3,13237,15,7,No
P-000921,RM450,39,Female,Research & Development,Laboratory Technician,1,1,Life Sciences,Married,8,Travel_Frequently,No,8,8,3,0,7.0,3,3,3,3,1,3,3,3755,11,1,No
P-000922,RM451,31,Male,Sales,Sales Executive,2,1,Life Sciences,Single,2,Travel_Rarely,Yes,10,6,5,0,5.0,2,4,3,4,3,3,2,6582,13,4,No
P-000923,RM452,42,Male,Research & Development,Manufacturing Director,3,3,Medical,Married,24,Travel_Rarely,Yes,10,10,9,5,8.0,4,1,3,2,4,4,5,7406,21,1,No
P-000924,RM453,45,Male,Sales,Sales Executive,2,3,Other,Married,2,Travel_Rarely,No,9,8,7,3,7.0,4,2,3,4,2,3,3,4805,19,0,No
P-000925,RM454,26,Female,Human Resources,Human Resources,1,4,Life Sciences,Divorced,17,Travel_Frequently,Yes,8,7,7,1,0.0,2,3,3,2,2,3,2,2741,11,0,Yes
P-000926,RM455,29,Male,Research & Development,Manufacturing Director,2,3,Technical Degree,Divorced,19,Travel_Rarely,No,8,3,2,1,2.0,4,4,3,4,2,3,2,4262,12,4,No
P-000927,RM456,33,Female,Research & Development,Research Director,4,5,Medical,Divorced,1,Travel_Rarely,No,10,6,1,0,5.0,1,3,4,3,3,3,2,16184,19,4,No
P-000928,RM457,31,Male,Sales,Manager,3,3,Life Sciences,Divorced,7,Travel_Rarely,No,10,5,4,0,1.0,3,4,2,2,3,4,3,11557,21,9,No
P-000929,RM458,18,Male,Sales,Sales Representative,1,3,Marketing,Single,5,Travel_Frequently,Yes,0,0,0,0,0.0,2,2,3,3,4,3,3,1878,14,1,Yes
P-000930,RM459,40,Male,Sales,Sales Executive,3,3,Other,Divorced,28,Non-Travel,No,20,1,0,0,1.0,3,1,1,3,3,3,2,10932,15,3,No
P-000931,RM460,41,Female,Research & Development,Healthcare Representative,2,4,Other,Single,2,Non-Travel,Yes,10,8,7,0,7.0,1,3,2,3,1,3,3,6811,17,2,No
P-000932,RM461,26,Male,Sales,Sales Executive,2,2,Medical,Divorced,29,Travel_Rarely,No,8,0,0,0,0.0,1,3,3,3,1,3,5,4306,12,5,No
P-000933,RM462,35,Female,Sales,Sales Executive,2,3,Medical,Single,1,Travel_Rarely,No,5,5,4,0,3.0,1,3,3,3,4,3,3,4859,16,1,No
P-000934,RM463,34,Male,Sales,Sales Executive,2,4,Life Sciences,Single,21,Travel_Rarely,No,10,10,7,5,7.0,4,4,4,3,4,3,3,5337,12,1,No
P-000935,RM464,26,Male,Research & Development,Laboratory Technician,1,3,Technical Degree,Single,24,Travel_Rarely,Yes,1,1,0,0,0.0,3,4,1,1,2,3,3,2340,18,1,Yes
P-000936,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No
P-000937,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No
P-000938,RM467,41,Female,Sales,Manager,4,5,Life Sciences,Married,2,Travel_Rarely,No,22,18,16,11,8.0,2,1,3,3,2,3,2,16595,16,7,No
P-000939,RM468,37,Male,Sales,Sales Executive,3,4,Medical,Divorced,9,Non-Travel,No,9,9,5,7,7.0,1,2,3,3,4,3,6,8834,13,1,No
P-000940,RM469,52,Male,Research & Development,Research Scientist,2,2,Technical Degree,Divorced,6,Travel_Rarely,Yes,18,10,9,6,9.0,4,1,3,3,2,3,3,5577,12,3,No
P-000941,RM470,32,Male,Sales,Sales Executive,2,4,Other,Married,11,Non-Travel,No,6,4,2,1,2.0,4,3,4,3,4,3,2,4707,12,8,Yes
P-000942,RM471,24,Male,Sales,Sales Representative,1,3,Medical,Married,24,Travel_Frequently,No,3,2,2,2,1.0,4,4,3,3,3,3,3,2400,13,0,No
P-000943,RM472,38,Female,Research & Development,Healthcare Representative,2,3,Medical,Married,10,Travel_Rarely,No,18,1,0,0,0.0,3,3,3,3,3,3,4,9824,19,3,No
P-000944,RM473,37,Female,Research & Development,Manufacturing Director,2,4,Life Sciences,Married,1,Travel_Rarely,No,8,6,5,4,3.0,2,2,3,2,2,3,2,6447,12,6,No
P-000945,RM474,49,Male,Research & Development,Research Director,5,4,Life Sciences,Divorced,18,Travel_Rarely,Yes,31,31,9,0,9.0,4,3,2,3,3,3,5,19502,17,1,No
P-000946,RM475,24,Male,Research & Development,Research Scientist,1,3,Medical,Married,23,Travel_Rarely,Yes,6,6,5,1,4.0,2,4,4,3,2,3,3,2725,11,1,No
P-000947,RM476,26,Male,Sales,Sales Executive,2,2,Marketing,Married,28,Travel_Rarely,No,6,5,3,1,4.0,1,2,3,4,4,4,5,6272,20,1,No
P-000948,RM477,24,Male,Research & Development,Laboratory Technician,1,2,Other,Married,17,Travel_Rarely,No,1,1,0,0,0.0,4,2,2,3,4,4,2,2127,21,1,No
P-000949,RM478,50,Male,Human Resources,Manager,5,3,Medical,Married,3,Travel_Frequently,No,32,32,5,10,7.0,1,2,3,3,3,3,2,18200,11,1,No
P-000950,RM479,25,Male,Sales,Sales Representative,1,1,Medical,Married,13,Travel_Rarely,No,7,7,4,0,6.0,2,3,3,3,3,3,1,2096,11,1,No
P-000951,RM480,24,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,7,Travel_Frequently,Yes,6,6,3,1,2.0,1,3,3,3,4,3,4,2886,16,1,Yes
P-000952,RM481,30,Male,Sales,Sales Representative,1,4,Life Sciences,Married,12,Travel_Frequently,No,1,1,0,0,0.0,2,1,2,4,3,3,2,2033,18,1,Yes
P-000953,RM482,34,Male,Research & Development,Research Scientist,1,2,Life Sciences,Married,1,Travel_Rarely,Yes,6,6,5,1,3.0,2,4,2,3,4,3,3,3622,13,1,No
P-000954,RM483,31,Male,Sales,Sales Executive,2,4,Medical,Divorced,13,Travel_Rarely,No,9,3,1,1,2.0,2,1,3,1,3,3,2,4233,17,2,Yes
P-000955,RM484,35,Male,Research & Development,Laboratory Technician,2,2,Other,Single,25,Travel_Rarely,No,9,3,2,0,2.0,1,4,2,3,4,3,3,3681,14,4,No
P-000956,RM485,31,Male,Sales,Sales Executive,2,4,Medical,Divorced,6,Travel_Rarely,No,13,7,7,5,7.0,1,4,4,4,4,4,4,5460,22,4,No
P-000957,RM486,27,Female,Research & Development,Research Scientist,1,4,Medical,Divorced,6,Travel_Rarely,No,6,5,3,0,3.0,1,3,2,2,3,3,5,2187,12,0,No
P-000958,RM487,37,Male,Sales,Sales Executive,2,3,Marketing,Married,2,Travel_Rarely,Yes,17,3,0,1,0.0,4,3,3,2,3,3,3,9602,11,4,No
P-000959,RM488,20,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,1,Travel_Rarely,No,1,1,0,0,0.0,4,2,2,4,4,3,0,2836,13,1,No
P-000960,RM489,42,Female,Research & Development,Healthcare Representative,2,4,Life Sciences,Married,2,Travel_Rarely,No,10,10,2,2,2.0,3,4,3,3,2,3,4,4089,13,1,No
P-000961,RM490,43,Male,Research & Development,Research Director,4,4,Other,Divorced,6,Travel_Rarely,Yes,21,1,0,0,0.0,2,4,2,2,3,3,3,16627,14,4,No
P-000962,RM491,38,Female,Research & Development,Research Scientist,1,1,Life Sciences,Single,1,Travel_Rarely,No,8,0,0,0,0.0,3,1,3,2,4,3,3,2619,17,3,No
P-000963,RM492,43,Male,Research & Development,Laboratory Technician,2,5,Medical,Divorced,9,Travel_Frequently,Yes,10,8,7,4,7.0,4,3,3,3,2,3,3,5679,13,3,No
P-000964,RM493,48,Female,Research & Development,Manager,4,4,Life Sciences,Married,1,Travel_Rarely,No,21,3,2,0,2.0,4,1,2,1,1,3,3,15402,11,7,No
P-000965,RM494,44,Female,Human Resources,Human Resources,2,4,Life Sciences,Single,1,Travel_Rarely,No,10,2,2,0,2.0,1,3,2,4,2,3,1,5985,11,4,No
P-000966,RM495,34,Female,Sales,Sales Representative,1,3,Technical Degree,Divorced,14,Travel_Rarely,Yes,8,8,2,0,6.0,3,3,3,3,4,3,3,2579,18,1,No
P-000967,RM496,27,Male,Sales,Sales Representative,1,1,Marketing,Divorced,2,Travel_Rarely,No,5,4,3,0,2.0,3,1,3,3,2,3,3,3041,11,0,Yes
P-000968,RM497,21,Male,Sales,Sales Representative,1,1,Technical Degree,Single,22,Travel_Rarely,No,3,3,2,1,2.0,3,3,3,3,3,3,2,3447,11,1,No
P-000969,RM498,44,Male,Research & Development,Manager,5,4,Other,Married,3,Travel_Rarely,Yes,26,2,2,0,1.0,4,4,3,4,1,3,2,19513,12,4,No
P-000970,RM499,22,Male,Research & Development,Research Scientist,1,1,Medical,Married,6,Travel_Rarely,No,3,2,2,2,2.0,1,3,3,3,4,4,3,2773,20,0,No
P-000971,RM500,33,Male,Sales,Sales Executive,2,4,Marketing,Divorced,8,Travel_Rarely,No,6,5,0,1,2.0,3,3,3,3,4,3,3,7104,12,0,No
P-000972,RM501,32,Female,Research & Development,Research Scientist,2,4,Life Sciences,Married,9,Travel_Rarely,Yes,6,6,4,0,5.0,1,4,3,2,4,3,2,6322,12,1,No
P-000973,RM502,30,Female,Research & Development,Research Scientist,1,3,Medical,Divorced,3,Travel_Frequently,No,1,1,0,0,0.0,3,3,3,3,3,4,2,2083,20,1,No
P-000974,RM503,53,Female,Sales,Sales Executive,2,1,Medical,Single,1,Travel_Rarely,No,18,14,7,8,10.0,4,1,3,4,4,4,2,8381,20,7,No
P-000975,RM504,34,Male,Research & Development,Research Scientist,1,5,Life Sciences,Married,1,Travel_Rarely,No,10,10,9,8,8.0,2,4,3,2,4,3,4,2691,12,1,No
P-000976,RM505,45,Female,Sales,Sales Executive,2,4,Life Sciences,Married,26,Travel_Frequently,No,5,1,1,0,0.0,1,1,3,3,4,3,4,4286,14,2,Yes
P-000977,RM506,26,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,6,Travel_Rarely,Yes,3,3,2,0,2.0,3,4,3,3,3,3,2,2659,13,1,No
P-000978,RM507,37,Male,Research & Development,Manufacturing Director,3,3,Other,Married,3,Travel_Rarely,No,10,10,7,7,8.0,3,3,3,3,3,3,2,9434,15,1,No
P-000979,RM508,29,Female,Sales,Sales Executive,2,2,Medical,Married,3,Travel_Rarely,No,6,6,0,1,2.0,2,3,3,2,1,3,5,5561,14,1,No
P-000980,RM509,35,Male,Research & Development,Research Scientist,2,4,Life Sciences,Single,6,Travel_Rarely,No,17,17,11,11,8.0,2,4,1,3,2,3,3,6646,13,1,No
P-000981,RM510,33,Male,Research & Development,Healthcare Representative,2,3,Life Sciences,Divorced,6,Travel_Frequently,No,15,13,11,4,7.0,3,4,3,1,3,4,2,7725,23,3,No
P-000982,RM511,54,Male,Human Resources,Human Resources,3,4,Medical,Married,19,Travel_Rarely,No,16,9,7,7,1.0,3,2,3,4,3,3,1,10725,15,2,No
P-000983,RM512,36,Male,Research & Development,Manufacturing Director,2,2,Medical,Divorced,9,Travel_Rarely,Yes,13,3,2,0,2.0,2,2,2,3,3,3,2,8847,11,2,No
P-000984,RM513,27,Male,Research & Development,Research Scientist,1,4,Medical,Single,3,Travel_Rarely,No,5,4,2,1,1.0,1,4,2,3,4,3,0,2045,13,0,No
P-000985,RM514,20,Male,Research & Development,Research Scientist,1,1,Medical,Single,10,Travel_Rarely,Yes,1,1,0,1,1.0,4,3,3,3,4,3,5,1009,11,1,Yes
P-000986,RM515,33,Male,Research & Development,Research Scientist,1,3,Life Sciences,Single,3,Travel_Frequently,Yes,10,10,8,9,7.0,1,1,3,3,1,3,3,3348,11,1,Yes
P-000987,RM516,35,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,3,Non-Travel,No,1,1,0,0,0.0,3,3,2,3,3,3,3,1281,18,1,No
P-000988,RM517,23,Male,Research & Development,Research Scientist,1,3,Medical,Married,4,Travel_Rarely,No,5,3,2,0,2.0,1,1,4,4,1,3,3,2819,16,2,No
P-000989,RM518,25,Male,Sales,Sales Executive,2,3,Life Sciences,Married,8,Travel_Rarely,No,4,3,2,1,2.0,4,2,4,3,3,4,4,4851,22,0,No
P-000990,RM519,38,Female,Sales,Sales Executive,2,4,Marketing,Single,7,Travel_Rarely,No,8,7,7,0,5.0,4,4,2,3,1,4,2,4028,20,0,No
P-000991,RM520,29,Male,Research & Development,Research Scientist,1,4,Life Sciences,Divorced,1,Travel_Frequently,No,10,10,7,2,8.0,2,4,1,3,4,3,5,2720,18,1,No
P-000992,RM521,48,Male,Sales,Sales Executive,2,1,Marketing,Married,2,Travel_Rarely,No,12,2,2,2,2.0,2,2,4,3,4,3,3,8120,12,3,No
P-000993,RM522,27,Female,Sales,Sales Executive,2,1,Medical,Divorced,3,Travel_Frequently,Yes,6,6,5,0,4.0,4,4,4,3,2,4,3,4647,20,1,No
P-000994,RM523,37,Male,Research & Development,Research Scientist,1,2,Life Sciences,Single,10,Travel_Rarely,No,4,1,0,0,0.0,4,4,4,3,1,3,2,4680,17,3,No
P-000995,RM524,50,Male,Research & Development,Laboratory Technician,1,1,Medical,Married,28,Travel_Rarely,Yes,20,20,8,3,8.0,4,3,4,3,3,3,3,3221,11,1,No
P-000996,RM525,34,Female,Research & Development,Healthcare Representative,3,3,Medical,Single,9,Travel_Rarely,No,9,8,7,7,7.0,4,2,2,4,2,3,3,8621,14,1,No
P-000997,RM526,24,Female,Sales,Sales Executive,2,2,Life Sciences,Single,3,Travel_Rarely,No,4,2,2,2,0.0,1,3,3,3,1,3,3,4577,14,9,Yes
P-000998,RM527,39,Female,Research & Development,Healthcare Representative,2,4,Technical Degree,Single,2,Travel_Rarely,No,20,20,7,11,10.0,4,3,2,3,1,3,4,4553,11,1,No
P-000999,RM528,32,Male,Sales,Sales Executive,2,3,Marketing,Single,10,Travel_Rarely,No,10,10,7,0,8.0,4,4,3,2,4,3,2,5396,12,1,No
P-001000,RM529,50,Male,Sales,Sales Executive,2,2,Technical Degree,Married,8,Travel_Frequently,Yes,18,4,3,1,3.0,2,3,3,3,1,3,4,6796,14,3,Yes
P-001001,RM530,38,Female,Research & Development,Healthcare Representative,2,4,Life Sciences,Single,1,Travel_Rarely,No,10,9,7,1,8.0,2,4,4,2,3,3,4,7625,13,0,No
P-001002,RM531,27,Female,Research & Development,Manufacturing Director,3,2,Life Sciences,Married,1,Travel_Rarely,No,9,9,7,0,7.0,3,1,3,3,4,3,3,7412,11,1,No
P-001003,RM532,32,Female,Research & Development,Research Director,3,2,Life Sciences,Single,3,Travel_Rarely,No,10,7,7,7,7.0,3,4,3,3,4,3,6,11159,15,3,No
P-001004,RM533,47,Male,Sales,Sales Executive,2,4,Marketing,Single,14,Travel_Rarely,No,20,7,7,1,7.0,4,1,3,3,4,3,2,4960,12,2,No
P-001005,RM534,40,Male,Sales,Sales Executive,3,4,Life Sciences,Married,5,Travel_Frequently,Yes,20,18,13,1,12.0,4,1,2,3,3,4,2,10475,21,5,No
P-001006,RM535,53,Male,Research & Development,Research Director,4,3,Life Sciences,Married,7,Travel_Rarely,No,32,5,1,1,3.0,3,3,4,3,3,3,3,14814,19,3,No
P-001007,RM536,41,Male,Human Resources,Manager,5,4,Human Resources,Divorced,10,Travel_Rarely,No,23,21,6,12,6.0,2,4,2,2,2,3,2,19141,15,3,No
P-001008,RM537,60,Male,Sales,Sales Executive,2,4,Marketing,Single,16,Travel_Rarely,No,10,2,2,2,2.0,1,1,3,3,4,3,1,5405,14,8,No
P-001009,RM538,27,Male,Research & Development,Manufacturing Director,3,2,Life Sciences,Divorced,10,Travel_Frequently,No,9,9,7,1,7.0,4,1,3,2,3,4,4,8793,21,1,No
P-001010,RM539,41,Male,Human Resources,Manager,5,3,Human Resources,Married,1,Travel_Rarely,No,22,22,7,2,10.0,4,3,2,3,2,3,3,19189,12,1,No
P-001011,RM540,50,Male,Sales,Sales Representative,1,4,Marketing,Married,8,Travel_Rarely,No,4,2,2,2,2.0,4,2,3,3,4,3,2,3875,15,7,No
P-001012,RM541,28,Female,Research & Development,Research Scientist,1,2,Life Sciences,Single,1,Travel_Rarely,Yes,10,7,7,3,7.0,1,2,1,3,4,3,4,2216,13,7,Yes
P-001013,RM542,36,Female,Research & Development,Research Director,3,3,Life Sciences,Married,8,Non-Travel,No,10,8,7,0,5.0,1,1,4,3,1,3,2,11713,14,9,No
P-001014,RM543,38,Female,Research & Development,Manufacturing Director,3,3,Life Sciences,Single,1,Travel_Rarely,Yes,10,1,0,0,0.0,3,3,3,4,4,3,4,7861,14,4,No
P-001015,RM544,44,Male,Research & Development,Laboratory Technician,1,3,Medical,Single,24,Non-Travel,No,9,5,2,1,4.0,1,3,1,3,3,3,5,3708,14,2,No
P-001016,RM545,47,Female,Sales,Sales Executive,4,3,Medical,Divorced,3,Travel_Frequently,Yes,28,22,2,11,13.0,4,3,3,2,4,3,2,13770,12,9,No
P-001017,RM546,30,Male,Sales,Sales Executive,2,5,Marketing,Divorced,27,Travel_Rarely,No,10,8,7,7,7.0,3,4,3,2,4,4,2,5304,23,7,No
P-001018,RM547,29,Male,Sales,Sales Representative,1,3,Life Sciences,Single,10,Travel_Rarely,No,1,1,0,0,0.0,3,3,3,3,3,3,6,2642,11,1,No
P-001019,RM548,42,Male,Research & Development,Research Scientist,1,3,Medical,Divorced,19,Travel_Frequently,Yes,7,2,2,2,2.0,3,3,4,3,4,3,2,2759,12,6,Yes
P-001020,RM549,43,Male,Sales,Sales Executive,2,3,Life Sciences,Married,15,Travel_Frequently,No,7,2,2,2,2.0,4,4,2,3,3,3,5,6804,18,3,No
P-001021,RM550,34,Female,Research & Development,Healthcare Representative,2,2,Medical,Single,8,Travel_Rarely,No,10,5,1,4,3.0,2,3,3,3,4,3,2,6142,11,3,No
P-001022,RM551,23,Male,Research & Development,Laboratory Technician,1,1,Medical,Married,9,Travel_Rarely,No,5,4,3,0,2.0,2,1,3,4,4,3,2,2500,14,1,No
P-001023,RM552,39,Female,Human Resources,Human Resources,2,3,Human Resources,Married,3,Travel_Rarely,No,12,8,3,3,6.0,3,2,4,1,3,3,3,6389,15,9,No
P-001024,RM553,56,Male,Research & Development,Healthcare Representative,4,3,Medical,Married,9,Travel_Rarely,No,30,10,7,1,1.0,3,4,3,2,3,3,1,11103,11,7,No
P-001025,RM554,40,Female,Research & Development,Research Scientist,1,1,Medical,Single,2,Travel_Rarely,Yes,5,4,2,2,3.0,4,4,2,2,4,4,2,2342,20,0,No
P-001026,RM555,27,Female,Research & Development,Healthcare Representative,2,3,Medical,Single,7,Travel_Rarely,No,9,7,6,0,7.0,4,1,2,1,1,3,2,6811,19,8,No
P-001027,RM556,29,Male,Sales,Sales Representative,1,3,Marketing,Divorced,10,Travel_Rarely,No,2,2,2,2,2.0,4,2,3,3,4,3,2,2297,14,1,No
P-001028,RM557,53,Male,Research & Development,Laboratory Technician,2,3,Life Sciences,Single,6,Travel_Rarely,No,19,2,2,2,2.0,4,4,3,3,4,3,4,2450,17,2,No
P-001029,RM558,35,Female,Research & Development,Healthcare Representative,2,4,Life Sciences,Divorced,2,Non-Travel,No,16,1,0,0,0.0,4,1,3,4,1,3,2,5093,11,2,No
P-001030,RM559,32,Male,Research & Development,Laboratory Technician,2,4,Life Sciences,Married,24,Travel_Frequently,No,10,10,8,4,7.0,1,4,3,3,4,3,2,5309,15,1,No
P-001031,RM560,38,Male,Research & Development,Research Scientist,1,5,Medical,Married,2,Travel_Rarely,Yes,6,1,0,0,1.0,4,3,3,1,2,3,0,3057,13,6,No
P-001032,RM561,34,Female,Research & Development,Manufacturing Director,2,5,Life Sciences,Divorced,8,Travel_Rarely,No,7,0,0,0,0.0,2,1,3,3,3,3,3,5121,14,3,No
P-001033,RM562,52,Male,Sales,Manager,4,4,Marketing,Married,3,Travel_Rarely,No,34,34,6,1,16.0,3,1,2,4,1,3,3,16856,11,1,No
P-001034,RM563,33,Male,Research & Development,Research Scientist,1,4,Other,Single,1,Travel_Rarely,Yes,10,10,9,7,8.0,4,4,3,2,3,3,2,2686,13,1,Yes
P-001035,RM564,25,Female,Sales,Sales Executive,2,1,Medical,Single,26,Travel_Rarely,No,6,6,5,1,4.0,3,4,3,2,2,4,5,6180,23,1,No
P-001036,RM565,45,Male,Sales,Sales Representative,2,2,Technical Degree,Single,2,Travel_Rarely,No,9,8,7,3,1.0,2,3,1,3,1,3,3,6632,13,0,No
P-001037,RM566,23,Male,Research & Development,Research Scientist,1,1,Medical,Single,10,Travel_Rarely,No,2,2,2,0,2.0,1,3,4,3,4,3,3,3505,18,1,No
P-001038,RM567,47,Female,Sales,Sales Executive,2,2,Life Sciences,Single,27,Travel_Frequently,Yes,8,5,4,1,3.0,2,3,4,3,4,3,2,6397,12,4,Yes
P-001039,RM568,34,Male,Sales,Sales Executive,2,3,Other,Single,2,Travel_Rarely,No,6,6,5,1,4.0,4,4,3,3,3,4,5,6274,22,1,No
P-001040,RM569,55,Male,Research & Development,Manager,5,3,Medical,Married,2,Travel_Rarely,Yes,24,5,2,1,4.0,4,1,3,3,4,3,2,19859,13,5,Yes
P-001041,RM570,36,Male,Sales,Sales Executive,3,4,Life Sciences,Single,8,Non-Travel,No,10,10,7,0,9.0,1,1,2,3,2,3,1,7587,15,1,No
P-001042,RM571,52,Male,Research & Development,Research Scientist,1,4,Medical,Married,19,Non-Travel,No,5,4,3,1,2.0,4,4,3,3,1,3,3,4258,18,0,No
P-001043,RM572,26,Female,Research & Development,Laboratory Technician,1,2,Life Sciences,Divorced,1,Travel_Frequently,No,5,2,2,2,0.0,1,4,1,3,1,3,2,4364,14,3,No
P-001044,RM573,29,Female,Research & Development,Healthcare Representative,2,3,Medical,Married,27,Travel_Rarely,No,11,8,7,1,1.0,2,3,3,2,1,3,3,4335,12,4,No
P-001045,RM574,26,Male,Sales,Sales Executive,2,3,Technical Degree,Single,8,Travel_Rarely,No,6,4,3,1,2.0,4,1,2,2,3,3,2,5326,17,6,Yes
P-001046,RM575,34,Female,Research & Development,Research Scientist,1,4,Life Sciences,Single,1,Travel_Rarely,No,10,4,2,1,3.0,2,4,4,3,3,3,2,3280,16,2,No
P-001047,RM576,54,Female,Research & Development,Manufacturing Director,2,4,Medical,Divorced,19,Travel_Rarely,Yes,9,5,3,1,4.0,4,1,3,3,2,3,4,5485,11,9,No
P-001048,RM577,27,Male,Sales,Sales Executive,2,1,Marketing,Married,8,Travel_Frequently,No,5,4,2,1,1.0,3,4,3,3,2,3,3,4342,19,0,No
